State,CountyName,Tract_FIPS,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
AZ,Pima,4019004034,Yes,3671,100,3671,11.2,414,7.1,94,33.5,1230,5.7,211
AZ,Pima,4019004035,Yes,3312,79.2,2624,8.6,282,3.8,60,15.6,516,17.2,569
AZ,Pima,4019004104,Yes,6776,29.4,1994,9.1,614,3.1,70,9.7,657,2.1,141
AZ,Pima,4019004111,Yes,5743,40.3,2314,16,917,5,90,18.1,1040,1.2,67
AZ,Pima,4019004112,Yes,2994,31.1,931,7.2,210,2.2,19,9.7,291,1.6,48
AZ,Pima,4019004313,No,4701,100,4701,22.4,1050,4.7,73,31.8,1494,7.3,342
AZ,Pima,4019004316,No,3879,42.1,1634,8.2,319,4.3,62,9.8,379,7.5,290
AZ,Pima,4019004404,Yes,2981,100,2981,7.4,219,5.2,91,2.5,76,66.2,1973
AZ,Pima,4019004407,Yes,5402,55.8,3016,13.6,733,7.8,140,19.5,1055,3.3,178
AZ,Pima,4019004506,Yes,4821,66.3,3197,13.4,638,3.9,70,20.5,990,6.6,317
AZ,Pima,4019004507,Yes,7367,19.7,1449,2.2,157,1,31,5.5,407,3.3,246
AZ,Pima,4019004900,No,202,81,164,5.8,11,4.1,4,16.3,33,26,52
AZ,Pima,4019005100,Yes,3315,100,3315,43.8,1435,16.8,125,46.5,1541,3,100
AZ,Pima,4019940600,No,1251,84.5,1057,45,556,25.3,87,30.4,380,6.8,86
AZ,Pima,4019940700,No,1522,99.8,1519,59.4,899,33.7,139,36.5,555,6.8,104
AZ,Pima,4019940800,No,4719,97.2,4586,45.7,2129,35.1,436,38.5,1817,5.9,280
AZ,Pinal,4021000304,Yes,12309,32.6,4012,2.7,328,1.3,66,9.4,1157,4.9,609
AZ,Pinal,4021000305,Yes,7799,83.8,6539,10.9,844,5.6,182,20.2,1572,12.3,959
AZ,Pinal,4021000400,Yes,3291,24.2,798,6.2,205,4,50,5.8,192,4.8,156
AZ,Pinal,4021000601,No,8137,26.9,2189,4.1,332,3,88,8.2,665,3,246
AZ,Pinal,4021001700,No,8546,23.7,2028,4.7,396,2.4,62,7.4,630,2.8,240
AZ,Pinal,4021940600,No,741,49.5,367,24,177,15.6,29,20.2,149,3.4,25
AZ,Santa Cruz,4023996401,Yes,3645,16.3,596,4.3,155,0.5,5,4.8,175,2.4,86
AZ,Yavapai,4025000100,No,1891,99.3,1877,20.9,396,7,55,24.1,457,14.8,280
AZ,Yavapai,4025000602,Yes,12078,70.3,8495,8.7,1032,2,89,20.2,2445,10,1206
AZ,Yavapai,4025001400,No,8445,53.8,4547,7.5,628,2.7,105,9.7,818,14.8,1250
AZ,Yuma,4027000301,Yes,3839,48.1,1845,11.4,436,6.3,76,16.9,648,7.2,276
AZ,Yuma,4027000401,Yes,6086,70.8,4312,23.2,1401,8,168,23,1397,12.7,772
AZ,Yuma,4027000402,Yes,3563,100,3563,29.1,1038,7.5,66,37.1,1323,5,177
AZ,Yuma,4027001000,Yes,7320,9.4,689,0.7,54,0.6,21,1.7,123,3.4,249
AZ,Yuma,4027001300,Yes,4225,84.2,3558,11,283,3.1,22,23.3,985,0.3,12
AZ,Yuma,4027010600,No,1137,100,1137,34.3,392,9.6,30,36.4,414,7.6,86
AZ,Yuma,4027011200,No,5082,16.6,845,3,154,1.1,20,5.1,260,1.8,94
AZ,Yuma,4027011502,Yes,7305,7.6,556,2,147,0.7,12,3.4,245,0.2,17
AR,Ashley,5003960100,No,2457,78.2,1921,18.2,444,12.2,111,23.2,569,11.2,275
AR,Ashley,5003960400,No,2192,58.5,1282,16.9,360,12,99,15,328,10.8,238
AR,Benton,5007020301,Yes,3490,15.7,548,3.3,110,0.9,13,5,174,1.4,47
AR,Bradley,5011950500,No,3465,23.7,822,7.6,263,2.7,34,3.9,135,3.7,129
AR,Carroll,5015950500,No,7189,13.1,939,2,141,0.3,8,3.4,246,1.9,137
AR,Crittenden,5035030102,Yes,4173,14,584,4.7,194,1.7,22,6.3,262,0.2,7
AR,Crittenden,5035031100,Yes,3461,15.2,526,7.2,244,3.9,47,4.4,154,1.6,54
AR,Dallas,5039970300,Yes,5309,48,2548,11,544,6.3,122,15.3,815,6.8,358
AR,Desha,5041950100,No,2122,73.6,1562,20.1,424,8,67,17.9,380,11.9,252
AR,Fulton,5049950200,No,5779,22.9,1326,3.8,218,1.2,27,5.4,312,3.5,203
AR,Garland,5051010700,Yes,2640,100,2640,28.9,612,26.1,265,18.4,487,20.6,545
AR,Garland,5051010800,Yes,2360,50,1179,10,213,8.8,99,11.1,262,11,259
AR,Hempstead,5057980200,No,3093,44.5,1377,9.7,299,3.7,44,11.4,353,7,218
AR,Hot Spring,5059020200,Yes,3302,17.4,574,4.1,136,1.4,18,5,164,2.8,92
AR,Howard,5061950300,Yes,4866,10.4,508,1.6,73,0.8,15,2.6,125,1.5,75
AR,Jefferson,5069000900,Yes,3440,19.7,678,3.1,100,0.6,8,5.7,195,2.3,80
AR,Lafayette,5073970200,No,3122,50.5,1576,14.3,439,8.7,113,15.3,479,8.5,265
AR,Lawrence,5075970400,No,1992,26.4,525,5.9,118,1.2,9,6.7,133,3.9,78
AR,Lee,5077970200,No,1980,56.4,1116,11.5,225,7.3,57,13.3,264,9.7,193
AR,Lee,5077970300,Yes,5317,48.5,2581,16.7,868,9.7,194,14.8,789,7.4,391
AR,Lincoln,5079960200,No,4443,66.5,2954,10.5,250,4.4,39,6.6,292,3.1,136
AR,Lonoke,5085020800,No,1445,45.7,660,8.1,116,4.6,25,12.6,182,6.5,94
AR,Madison,5087960400,No,3271,59.3,1941,12.9,422,4,52,14.3,467,9.3,303
AR,Miller,5091020400,Yes,3134,48.4,1517,15.5,396,5.5,52,11,343,3.4,108
AR,Mississippi,5093010300,Yes,4421,38.6,1706,17,750,9,144,12.3,546,4.2,186
AR,Mississippi,5093010900,No,3168,25.9,820,6.7,196,1.8,20,7.3,232,3,94
AR,Monroe,5095950300,No,2960,34.5,1021,9.3,276,4.9,58,8.6,256,7,207
AR,Nevada,5099990300,No,1794,66.9,1200,13.2,237,8.3,60,15.2,272,10.7,192
AR,Newton,5101980200,No,4565,41,1873,9.6,433,4.8,89,9.9,453,6.6,303
AR,Ouachita,5103950200,No,2895,31.5,913,6.7,192,3.8,47,6.1,177,7.2,207
AR,Ouachita,5103950400,Yes,3818,14.1,540,3.8,142,4,67,3.2,123,3.6,137
AR,Phillips,5107980200,No,6910,52.4,3619,14.1,969,9,230,15.6,1080,9.7,667
AR,Phillips,5107980600,No,2729,94.1,2569,36.5,995,19.9,188,31.3,853,12,327
AR,Pike,5109953400,No,2480,44.1,1093,8.8,217,3.1,31,10,247,7.3,181
AR,Poinsett,5111990700,Yes,2808,84.4,2370,29.1,788,17.4,196,23.4,656,15.2,426
AR,Polk,5113950300,No,2754,47.4,1306,8.8,240,2.4,26,12.5,345,6.5,179
AR,Polk,5113950500,No,2130,99.5,2119,20.3,432,8.7,71,27.7,590,13.6,291
AR,Polk,5113950600,No,2412,99.2,2393,26.2,629,10.7,93,30.1,727,10.1,244
AR,Pope,5115951000,No,4381,13.9,609,3,132,0.5,8,4,173,1.6,68
AR,Pulaski,5119000200,Yes,2018,76.1,1535,27.1,576,19.2,139,24.5,495,10.6,213
AR,Pulaski,5119000300,Yes,2061,41.8,861,20.9,433,17.4,211,13.1,270,4.7,96
AR,Pulaski,5119000900,Yes,322,50.2,162,11.1,29,7.4,12,1.1,4,1.8,6
AR,Pulaski,5119001000,Yes,2139,78.8,1687,32.3,685,31.4,257,23,492,11,235
AR,Pulaski,5119001100,Yes,2891,51.8,1497,11,317,7.9,90,12.6,366,6.4,186
AR,Pulaski,5119001200,Yes,2861,43.7,1250,7.6,132,6.4,35,5.3,151,1.7,49
AR,Pulaski,5119002403,Yes,3902,49.7,1939,10.7,404,4.4,60,16.4,639,4.4,170
AR,Pulaski,5119002500,Yes,1155,100,1155,36.2,410,43.1,238,22.9,264,12.3,142
AR,Pulaski,5119002600,Yes,1668,34.6,577,8.8,144,11,65,7.8,131,5,84
AR,Pulaski,5119002700,Yes,7188,71,5105,13.2,946,7.1,193,20.4,1465,9.2,662
AR,Pulaski,5119002800,Yes,2922,64,1869,37,1075,28.1,307,27.1,791,8.5,247
AR,Pulaski,5119002900,Yes,1758,36.5,642,13.4,238,9.1,71,13.5,238,4.4,77
AR,Pulaski,5119003100,Yes,483,56.8,275,10.6,30,21.4,36,9.6,47,14.1,68
AR,Pulaski,5119003500,Yes,6621,15.9,1051,0.4,23,0.2,4,1.3,84,0,2
AR,Pulaski,5119003607,Yes,4775,100,4775,13.9,659,2.7,46,32.2,1539,6.7,322
AR,Pulaski,5119004108,Yes,5802,15,870,3.6,206,2.2,45,5.1,293,1,60
AR,St. Francis,5123960400,Yes,4493,28.8,1295,12.2,546,8.9,149,13.8,622,1.9,84
AR,St. Francis,5123960600,Yes,7519,79.8,6003,27.3,1399,17.2,316,16.5,1242,4.9,372
AR,Scott,5127950200,Yes,4167,31.5,1313,7.6,306,3.4,57,8.2,343,4.2,173
AR,Scott,5127950300,No,2207,48.6,1073,7.8,172,1.9,16,12.5,276,7.2,158
AR,Searcy,5129970100,No,2404,71.2,1712,17.1,410,5,49,17.4,418,11.9,285
AR,Searcy,5129970300,No,2374,33.3,789,8.2,195,1.8,19,7.3,174,5.7,136
AR,Sebastian,5131000100,Yes,5600,25.6,1433,7,385,4.4,85,8,449,3.4,188
AR,Sebastian,5131000300,Yes,2509,52.3,1312,14.6,326,12.5,102,9.3,234,5.3,134
AR,Sevier,5133980300,Yes,5792,15.7,908,4,225,1.4,27,4.7,270,1.6,94
AR,Stone,5137950100,No,3842,38.6,1482,7.5,289,2.6,42,8.3,321,7.4,284
AR,Stone,5137950200,No,7657,11.7,893,2.5,188,1.1,33,2.8,214,1.7,129
AR,Union,5139950100,No,4124,31.7,1308,6.5,268,3.2,53,7.8,322,4.5,184
AR,Union,5139951000,Yes,5744,67.7,3890,25,1262,14.1,281,17.1,982,16.5,949
AR,Van Buren,5141960100,No,3291,31.6,1039,6.2,203,1.7,23,7.4,244,5.7,188
AR,Van Buren,5141960200,No,3654,17.1,626,3.2,112,1.1,17,3.9,142,3.4,125
AR,Washington,5143010403,Yes,6972,49.3,3435,7.9,546,2.6,69,14,979,4.6,322
AR,Washington,5143010600,Yes,5379,17.2,923,4.4,232,2.1,49,3.6,195,0.9,51
AR,Washington,5143010900,Yes,3214,63.6,2043,45.2,263,9.8,28,2.7,86,0.1,2
AR,White,5145970700,Yes,3494,17.8,621,3.1,109,1.4,21,4.3,151,2.2,77
AR,Woodruff,5147990100,No,5438,10.9,595,2.7,147,1.2,25,2.6,144,1.9,102
AR,Yell,5149952500,No,4914,17.4,856,3.4,157,1.7,28,4.2,204,2.9,144
AR,Yell,5149952600,No,3008,30.1,904,4.4,130,2.8,34,6.3,191,6.5,195
CA,Alameda,6001405600,Yes,3734,100,3734,20.8,771,20,287,24.2,904,7.3,271
CA,Alameda,6001405700,Yes,3757,100,3757,16.9,609,14.2,190,25.8,968,8.2,307
CA,Alameda,6001409000,Yes,3327,49.4,1644,9.8,318,3.5,33,15.3,510,7.1,237
CA,Alameda,6001409100,Yes,2163,100,2163,13.4,287,12.3,78,32.2,696,12.5,271
CA,Alameda,6001433700,Yes,2849,55.8,1590,6.1,171,4.1,41,15,428,5.2,149
CA,Alameda,6001436200,Yes,3330,100,3330,17.3,560,10.2,109,31.1,1035,7.1,235
CA,Butte,6007000201,Yes,3700,20.5,760,2,74,1,15,5.5,204,1.5,55
CA,Butte,6007000501,Yes,3666,49.3,1806,5,182,0.5,7,11.6,426,6.1,222
CA,Butte,6007001100,Yes,4741,26.2,1244,6.7,283,1.5,24,4.9,232,6.2,292
CA,Butte,6007001800,Yes,5577,19.6,1094,2.4,130,1.4,32,3.8,213,6.2,347
CA,Butte,6007001900,Yes,3430,28.1,964,2.1,69,1.5,23,4.9,169,9.4,324
CA,Butte,6007002100,Yes,4618,11.8,547,1.3,59,0.6,12,2,94,3.2,148
CA,Butte,6007002400,No,4770,10.7,512,2.6,125,0.6,12,2.4,114,2.1,99
CA,Colusa,6011000100,No,4433,96.9,4297,12.1,533,5.5,74,32.5,1443,9,399
CA,Colusa,6011000400,No,2607,40.4,1053,7,172,3,28,12.2,317,7.1,185
CA,Contra Costa,6013301000,Yes,3355,100,3355,12,400,5,78,17.8,596,18.6,623
CA,Contra Costa,6013303100,Yes,8321,36.2,3009,2.9,238,2.1,51,11.2,930,3.5,293
CA,Contra Costa,6013310000,Yes,4510,100,4510,20,896,16.8,214,34.9,1575,7,317
CA,Contra Costa,6013313201,Yes,7975,7.5,598,0.4,31,0.4,8,2.6,207,0.2,20
CA,Contra Costa,6013314102,Yes,5727,100,5727,9.7,552,5.5,91,32.7,1871,5.7,325
CA,Contra Costa,6013317000,Yes,2085,100,2085,12.1,254,10.8,111,19.7,410,11.7,243
CA,Contra Costa,6013327000,Yes,6963,44.2,3076,4.2,291,2.1,59,11.4,797,5.8,406
CA,Contra Costa,6013366001,Yes,4632,36.6,1693,6.5,301,1.9,24,11.5,533,3.3,152
CA,Contra Costa,6013366002,Yes,5856,100,5856,14.9,864,17.5,281,33.6,1968,6.4,377
CA,Contra Costa,6013379000,Yes,6329,12.7,806,4.2,264,3.2,61,4.1,262,1.5,95
CA,Contra Costa,6013380000,Yes,6002,98.1,5888,20.9,1253,7.8,208,22.7,1365,5.4,323
CA,Del Norte,6015000101,Yes,3784,38.1,1442,12.6,459,9.8,150,12.5,473,5.1,192
CA,Del Norte,6015000102,Yes,3488,77,2686,16.1,553,5.8,75,22.1,770,10.1,352
CA,Del Norte,6015000103,Yes,8667,81.2,7042,15.1,1291,7.8,251,25,2171,9.8,853
CA,Del Norte,6015000202,No,3773,19,718,3.8,141,0.1,1,5.8,219,2.1,79
CA,Del Norte,6015000203,No,1203,99.4,1196,14.4,150,6.5,28,21.9,264,16.6,200
CA,El Dorado,6017030300,Yes,5805,81.8,4746,9.9,565,9.3,228,20.5,1191,5.8,334
CA,Fresno,6019000700,Yes,4110,45.4,1864,12.8,515,8.8,99,15.7,646,5.2,214
CA,Fresno,6019001000,Yes,3704,100,3704,52.7,1973,23.4,224,38.9,1441,9.8,363
CA,Fresno,6019001202,Yes,4213,12.4,524,4.5,187,1.2,12,5.1,214,0.5,23
CA,Fresno,6019001403,Yes,6038,41.5,2507,7.6,444,4.2,77,12.9,781,4.4,267
CA,Fresno,6019006601,Yes,9121,14.7,1341,1.8,163,0.5,12,4.1,378,2.4,216
CA,Fresno,6019006602,Yes,5565,10.9,606,2.3,125,1.1,17,3.3,182,1.8,99
CA,Fresno,6019007002,Yes,4518,61.1,2759,15.3,657,7.9,103,20.5,928,6.4,289
CA,Fresno,6019007100,Yes,6871,36.3,2497,12.5,853,5,88,12.4,852,3,208
CA,Fresno,6019007800,No,13105,64.5,8446,30.7,2549,20.9,377,24.4,3192,2.3,304
CA,Fresno,6019007900,No,2893,36.1,1045,7.1,203,1.6,12,15.1,435,1.1,31
CA,Fresno,6019008200,No,7463,22.5,1677,7,519,1.6,28,8.2,615,0.6,46
CA,Fresno,6019008302,No,6092,14.3,872,5.6,340,2.4,34,5.1,309,0.4,25
CA,Glenn,6021010100,Yes,7341,11.5,841,1.9,136,0.8,21,3,223,1.6,120
CA,Glenn,6021010200,Yes,4205,100,4205,15.5,653,6.4,99,26.9,1131,15.1,634
CA,Glenn,6021010300,No,2234,32,714,4.6,98,1.5,11,7.9,177,4.4,97
CA,Glenn,6021010400,Yes,7632,43.9,3351,10.2,760,6.9,183,15.1,1155,5.5,420
CA,Glenn,6021010502,No,1796,45.3,813,5,90,1.5,9,14.3,257,5.2,94
CA,Humboldt,6023000500,Yes,4108,65.9,2707,17.1,637,18.5,328,15,615,10.4,426
CA,Humboldt,6023010102,No,2804,88.6,2485,19.9,551,4.7,57,21.7,609,15.4,431
CA,Humboldt,6023010200,No,2825,21.3,602,4.5,128,1.6,21,5.1,144,3.2,90
CA,Humboldt,6023010501,Yes,5588,10.5,584,1.4,79,0.2,4,2.4,133,1.3,71
CA,Humboldt,6023011300,No,7435,29.8,2218,5.8,407,1.1,35,6.1,456,3.2,241
CA,Imperial,6025010100,No,9586,63.3,6073,8.4,464,4.9,89,5.4,522,4.4,421
CA,Imperial,6025010900,Yes,6433,20,1286,2.8,173,1.2,22,7.4,479,1.7,111
CA,Imperial,6025011400,Yes,4212,55.1,2320,22.7,955,6.4,69,20.8,875,5.3,224
CA,Imperial,6025012301,No,5202,99.2,5158,15.7,121,6.9,23,2.8,148,4.3,222
CA,Imperial,6025012302,No,2137,100,2137,23.2,493,12.7,113,21.8,465,29.2,623
CA,Imperial,6025012400,No,1647,87.1,1434,17.8,295,9.4,83,8.9,146,44.2,728
CA,Kern,6029000101,Yes,7843,21.1,1653,1.6,123,0.8,24,6.1,475,2.3,176
CA,Kern,6029002301,Yes,7693,50.6,3892,17,1306,6.7,134,18.3,1409,4.1,318
CA,Kern,6029002500,Yes,7117,22.6,1607,10.8,765,3.7,69,9,639,2.1,152
CA,Kern,6029003114,Yes,6987,50.4,3523,10.1,686,1.1,23,18.2,1274,4,282
CA,Kern,6029003202,Yes,7396,90,6653,13.3,973,3.3,70,30.9,2287,6,441
CA,Kern,6029003600,Yes,4068,100,4068,27.3,1103,7.8,111,32.5,1323,10.9,445
CA,Kern,6029003700,No,3038,60.7,1843,17.3,523,4.6,39,22.5,683,4.8,146
CA,Kern,6029005201,No,5644,13.7,776,3.5,192,0.6,15,3.2,180,2.7,152
CA,Kern,6029006004,No,1302,37,482,7.1,91,0.4,2,7.8,101,6.5,85
CA,Kern,6029006100,Yes,6298,38,2391,7.5,471,3.3,79,11.4,717,6.1,383
CA,Kings,6031001003,Yes,4066,13.8,560,1.6,65,0.1,1,4.8,197,0.7,28
CA,Kings,6031001400,Yes,9462,35.5,3364,9.9,448,5.1,62,9.4,892,1.2,118
CA,Lake,6033000400,Yes,5690,18.6,1056,3.2,176,2,46,5,286,3,173
CA,Lake,6033000800,Yes,6616,18.4,1216,5.9,384,3.5,97,4,266,3.6,239
CA,Lassen,6035040100,No,5554,91.7,5090,17.1,290,4.2,28,6.3,352,3.5,196
CA,Lassen,6035040600,No,2778,99.2,2756,15.6,431,5.5,62,25,693,15.5,430
CA,Los Angeles,6037113421,Yes,5713,100,5713,15.6,889,7.5,150,29.7,1697,5.5,317
CA,Los Angeles,6037115102,Yes,5639,70.7,3986,16.7,586,4.8,72,5.1,287,1.8,103
CA,Los Angeles,6037121100,Yes,4315,21.7,935,3.2,137,1.4,17,4.9,213,3,129
CA,Los Angeles,6037121210,Yes,4853,70.3,3411,19.6,931,11.2,129,27,1308,2.9,141
CA,Los Angeles,6037235201,Yes,2719,100,2719,25.9,683,16.5,152,28.2,766,12.5,340
CA,Los Angeles,6037235202,Yes,4730,100,4730,34.6,1644,25.2,421,33,1563,8.3,391
CA,Los Angeles,6037277200,Yes,3743,100,3743,17.4,650,10.3,155,25.4,949,4.1,155
CA,Los Angeles,6037277400,Yes,4798,100,4798,27.1,1298,10.9,209,30.2,1451,3.4,165
CA,Los Angeles,6037294420,Yes,3270,78.1,2553,22.6,797,6.7,74,26.6,871,5.3,172
CA,Los Angeles,6037296100,Yes,1434,63.2,906,30.2,47,0,0,4.4,63,3.3,48
CA,Los Angeles,6037402402,Yes,6937,10,695,1.2,80,0.6,12,3.4,234,0.5,37
CA,Los Angeles,6037402403,Yes,6527,100,6527,20.2,864,7,80,19.6,1279,5.4,350
CA,Los Angeles,6037405002,Yes,3247,100,3247,16.8,523,8.4,51,38,1235,4.7,151
CA,Los Angeles,6037405201,Yes,5102,50.1,2557,8.3,421,5.3,64,16.4,838,3.8,192
CA,Los Angeles,6037532303,Yes,4453,29.3,1306,4.2,187,4.9,61,10.5,467,2.1,93
CA,Los Angeles,6037532304,Yes,3877,17.9,693,4.3,167,5.1,47,4.5,174,1.7,65
CA,Los Angeles,6037541802,Yes,5324,60.9,3244,13.7,727,11.4,124,25,1333,2.2,120
CA,Los Angeles,6037542402,Yes,3143,32.2,1013,8.5,260,6.6,49,11.6,364,2,63
CA,Los Angeles,6037543000,Yes,4336,100,4336,22.1,937,17.3,208,35,1517,13,563
CA,Los Angeles,6037543100,Yes,6753,100,6753,23.2,1532,6.9,117,34.8,2347,10.4,703
CA,Los Angeles,6037543202,Yes,4914,52.4,2576,13.1,640,8.5,95,21.2,1044,3.2,159
CA,Los Angeles,6037553701,Yes,4069,20.1,817,5.1,208,2.5,22,7.1,291,1.3,55
CA,Los Angeles,6037575600,Yes,46,94.8,44,0,0,0,0,30.1,14,4,2
CA,Los Angeles,6037900501,Yes,6156,22.7,1400,4.5,277,1.6,30,8.3,512,1.2,75
CA,Los Angeles,6037900605,Yes,4874,84.7,4128,10.8,525,9.1,140,30.1,1469,7.8,380
CA,Los Angeles,6037910404,Yes,3812,43.6,1663,7.6,270,1.3,15,15.8,601,2.7,102
CA,Los Angeles,6037910604,Yes,7226,18.3,1320,4.5,318,1,20,7.1,516,1.2,87
CA,Los Angeles,6037910706,Yes,3501,62.1,2173,5.6,195,3.7,36,24.9,871,3,104
CA,Los Angeles,6037920335,Yes,12399,28.9,3583,6,741,1.4,47,8.9,1099,0.6,68
CA,Madera,6039000502,Yes,7510,58.3,4377,13.8,1034,2.8,58,21.8,1639,3.7,281
CA,Madera,6039000900,Yes,7197,28.6,2060,13,926,3.8,58,11.7,845,1.1,78
CA,Marin,6041104102,Yes,4959,74.7,3705,4.5,223,4.6,96,17,843,5.4,267
CA,Marin,6041105000,Yes,3771,92.1,3472,5.4,202,3.7,57,21.1,796,12.8,484
CA,Marin,6041112200,Yes,11679,40,4673,0.3,34,0.4,12,0.5,62,0.8,92
CA,Marin,6041122000,Yes,6362,100,6362,5.3,8,0,0,0.5,33,1,65
CA,Mariposa,6043000400,No,2265,39.1,885,8.2,178,2,10,6.3,143,2.2,49
CA,Mendocino,6045010200,No,4005,29.9,1199,6.5,259,1.6,26,7.1,285,2.5,102
CA,Mendocino,6045011200,No,3164,99.3,3143,15.7,493,6.1,70,26,822,10.3,326
CA,Merced,6047000100,No,1166,56,652,10.2,118,2.9,11,17,198,7.3,85
CA,Merced,6047000601,Yes,5623,19.2,1082,2.5,142,1.7,31,7.5,421,1.1,59
CA,Merced,6047000603,Yes,6222,23.2,1443,8,494,3.2,61,10.2,638,0.6,38
CA,Merced,6047000901,No,3453,18.5,638,3.6,125,1.3,13,5.8,200,1.6,54
CA,Merced,6047000902,Yes,5941,100,5941,16.9,989,7.4,127,36.1,2142,8.1,481
CA,Merced,6047001700,Yes,4722,100,4722,22.9,1074,9.1,144,36.1,1703,10.9,515
CA,Modoc,6049000200,No,1965,49.2,968,10.4,203,5.7,43,11.8,231,9.4,185
CA,Modoc,6049000400,No,1301,100,1301,20.5,261,6.1,35,22.2,289,22.4,292
CA,Monterey,6053011400,No,3323,95.7,3180,14.1,463,4,46,28.5,948,8.9,296
CA,Monterey,6053014101,Yes,8322,100,8322,26.8,760,5.3,59,7.7,639,0.8,69
CA,Monterey,6053014102,Yes,2054,80.1,1644,28.5,481,6.8,30,28.5,585,1.1,23
CA,Nevada,6057000501,Yes,5930,17.7,1048,2.6,144,1.7,43,4,239,3.5,205
CA,Nevada,6057000502,Yes,4505,34.2,1540,2.6,116,4.2,85,7.6,343,6.6,296
CA,Nevada,6057000600,Yes,5824,23.6,1376,1.9,107,0.6,17,6.5,377,3.7,217
CA,Nevada,6057000900,No,3782,15,569,2.5,92,0.9,14,2.3,85,1.7,64
CA,Orange,6059011714,Yes,302,91.2,275,39,86,0,0,30.4,92,4.2,13
CA,Orange,6059011720,Yes,7535,16.5,1243,4.3,319,2.2,33,6.2,464,0.4,32
CA,Orange,6059062614,Yes,11539,4.5,520,1.1,55,0.8,17,0.4,52,0.1,7
CA,Orange,6059075902,Yes,6825,20.7,1414,1.4,96,2.1,58,4.2,288,2.1,140
CA,Orange,6059076101,Yes,5264,17.2,904,0.7,39,1.2,18,4.4,232,1.6,86
CA,Orange,6059086303,Yes,4546,26.3,1195,0.7,30,0.7,11,3,136,7,320
CA,Orange,6059087501,Yes,5950,16.9,1007,4.6,273,1.8,26,6.2,367,0.9,54
CA,Orange,6059099502,Yes,656,75.6,496,0,0,2.7,6,27.1,178,0.2,2
CA,Orange,6059099903,Yes,5608,33.7,1892,3,166,0.5,7,10,560,3.1,174
CA,Orange,6059110603,Yes,8573,21.4,1839,4.4,373,1.5,36,7,597,1,90
CA,Placer,6061020901,Yes,3034,59.3,1798,12.3,351,5.9,64,18.6,565,4.9,148
CA,Plumas,6063000400,No,2929,21.3,624,2.8,81,0.1,1,1.6,47,0.7,21
CA,Riverside,6065030100,Yes,7907,88.5,6995,16.9,1327,7,158,31.7,2503,5.8,461
CA,Riverside,6065030200,Yes,4682,16.4,769,1.8,83,0.4,7,4.5,212,2.2,104
CA,Riverside,6065030400,Yes,5966,12.2,730,2.4,142,3.1,49,3.6,214,1.7,101
CA,Riverside,6065040301,Yes,6634,10.3,686,1.7,110,0.8,14,3.2,212,1.2,78
CA,Riverside,6065040503,Yes,3886,100,3886,12.7,491,22.6,397,22.9,888,25.2,980
CA,Riverside,6065040605,Yes,2804,100,2804,20.9,601,7.6,55,37.1,1041,6.3,176
CA,Riverside,6065041100,Yes,8026,10.5,844,1.9,155,0.3,5,3.7,300,0.8,66
CA,Riverside,6065042009,Yes,4522,76.4,3454,14,614,4,50,23.7,1074,8,360
CA,Riverside,6065042010,Yes,4267,91.1,3889,20.3,855,6.8,76,32.7,1397,7.7,328
CA,Riverside,6065042300,Yes,5903,100,5903,24.1,1456,7.8,141,34.9,2063,6.7,397
CA,Riverside,6065042709,Yes,3749,100,3749,8.7,309,6.7,115,15.1,566,49,1838
CA,Riverside,6065042710,Yes,3913,25.2,987,1.3,52,1.8,45,0.1,2,20.4,799
CA,Riverside,6065043001,Yes,3873,16.3,631,3.4,131,2.4,31,4.2,163,3.7,143
CA,Riverside,6065043003,Yes,6122,44.2,2705,9.4,573,2.7,50,18,1100,1.5,95
CA,Riverside,6065043006,Yes,4046,19.9,807,5.2,207,1.1,14,6.8,275,1.6,66
CA,Riverside,6065043313,Yes,3289,16.6,545,2.5,81,0.3,3,6.2,203,1.4,45
CA,Riverside,6065043505,Yes,2810,44.2,1243,4.6,129,8,120,5.4,152,27,758
CA,Riverside,6065043506,Yes,2844,100,2844,4,111,6.2,79,18.1,515,40.8,1160
CA,Riverside,6065043507,Yes,5056,25.2,1273,6.4,317,6.5,129,7.6,385,5.4,275
CA,Riverside,6065043508,Yes,5050,37.2,1879,3.3,168,3.1,66,8,403,12.5,631
CA,Riverside,6065043511,Yes,4727,70.5,3331,12.8,603,3.8,65,21.6,1021,12.3,583
CA,Riverside,6065043600,Yes,7981,68.8,5493,22.1,1737,10.6,255,24.5,1953,6.5,519
CA,Riverside,6065044000,Yes,1992,48.6,967,15.5,295,7.8,49,15.9,316,4.6,92
CA,Riverside,6065044102,Yes,2444,55.1,1347,11.7,284,4.2,37,18.3,448,6.5,158
CA,Riverside,6065044103,Yes,3863,20.3,783,2.8,109,1.1,18,5,191,4.3,166
CA,Riverside,6065044200,Yes,4822,100,4822,25,1205,11.7,166,38.2,1840,8.7,421
CA,Riverside,6065044300,Yes,4019,75.2,3024,23.5,775,12.2,119,22.9,921,8.4,338
CA,Riverside,6065044402,No,4679,14.3,669,2.6,121,0.4,7,3.7,173,2.2,102
CA,Riverside,6065044505,Yes,5158,75.5,3893,10.5,542,3.9,74,24.3,1252,10.4,535
